"xCoords","yCoords","width","colorToUse"
"1311",4.6,4.6,2.87499117024283,"#f781bf"
"1312",NA,NA,NA,NA
"1313",4,4.6,0.88182147589495,"#AAAAAA"
"1314",4.2,4.2,0.88182147589495,"#AAAAAA"
"1315",4.4,4.2,0.88182147589495,"#AAAAAA"
"1316",NA,NA,NA,NA
"1317",5,1,0.88182147589495,"#f781bf"
"1318",4.8,1.4,0.88182147589495,"#f781bf"
"1319",4.6,1.4,0.88182147589495,"#f781bf"
"1320",NA,NA,NA,NA
"1321",4,4.6,0.109875657500347,"#4daf4a"
"1322",4.2,4.7,0.109875657500347,"#4daf4a"
"1323",4.4,4.7,0.109875657500347,"#4daf4a"
"1324",NA,NA,NA,NA
"1325",5,5.5,0.109875657500347,"#f781bf"
"1326",4.8,5.4,0.109875657500347,"#f781bf"
"1327",4.6,5.4,0.109875657500347,"#f781bf"
"1328",NA,NA,NA,NA
"1329",4,4.6,0.0281390988120675,"#a65628"
"1330",4.2,4.5,0.0281390988120675,"#a65628"
"1331",4.4,4.5,0.0281390988120675,"#a65628"
"1332",NA,NA,NA,NA
"1333",5,3.7,0.0281390988120675,"#f781bf"
"1334",4.8,3.8,0.0281390988120675,"#f781bf"
"1335",4.6,3.8,0.0281390988120675,"#f781bf"
"1336",NA,NA,NA,NA
"1337",4,4.6,0.00102988096890246,"#377eb8"
"1338",4.2,4.4,0.00102988096890246,"#377eb8"
"1339",4.4,4.4,0.00102988096890246,"#377eb8"
"1340",NA,NA,NA,NA
"1341",5,2.8,0.00102988096890246,"#f781bf"
"1342",4.8,3,0.00102988096890246,"#f781bf"
"1343",4.6,3,0.00102988096890246,"#f781bf"
"1344",NA,NA,NA,NA
"1345",4,1,0.753299660796493,"#ffd300"
"1346",4.2,1.6,0.753299660796493,"#ffd300"
"1347",4.4,1.6,0.753299660796493,"#ffd300"
"1348",NA,NA,NA,NA
"1349",5,6.4,0.753299660796493,"#AAAAAA"
"1350",4.8,5.8,0.753299660796493,"#AAAAAA"
"1351",4.6,5.8,0.753299660796493,"#AAAAAA"
"1352",NA,NA,NA,NA
"1353",4,1,0.0174647387657302,"#e41a1c"
"1354",4.2,1.1,0.0174647387657302,"#e41a1c"
"1355",4.4,1.1,0.0174647387657302,"#e41a1c"
"1356",NA,NA,NA,NA
"1357",5,1.9,0.0174647387657302,"#AAAAAA"
"1358",4.8,1.8,0.0174647387657302,"#AAAAAA"
"1359",4.6,1.8,0.0174647387657302,"#AAAAAA"
"1360",NA,NA,NA,NA
"1361",4,1,0.474558938135977,"#f781bf"
"1362",4.2,1.4,0.474558938135977,"#f781bf"
"1363",4.4,1.4,0.474558938135977,"#f781bf"
"1364",NA,NA,NA,NA
"1365",5,4.6,0.474558938135977,"#AAAAAA"
"1366",4.8,4.2,0.474558938135977,"#AAAAAA"
"1367",4.6,4.2,0.474558938135977,"#AAAAAA"
"1368",NA,NA,NA,NA
"1369",4,1,61.3353554414064,"#AAAAAA"
"1370",4.2,1,61.3353554414064,"#AAAAAA"
"1371",4.4,1,61.3353554414064,"#AAAAAA"
"1372",NA,NA,NA,NA
"1373",5,1,61.3353554414064,"#AAAAAA"
"1374",4.8,1,61.3353554414064,"#AAAAAA"
"1375",4.6,1,61.3353554414064,"#AAAAAA"
"1376",NA,NA,NA,NA
"1377",4,1,0.499119190286416,"#4daf4a"
"1378",4.2,1.5,0.499119190286416,"#4daf4a"
"1379",4.4,1.5,0.499119190286416,"#4daf4a"
"1380",NA,NA,NA,NA
"1381",5,5.5,0.499119190286416,"#AAAAAA"
"1382",4.8,5,0.499119190286416,"#AAAAAA"
"1383",4.6,5,0.499119190286416,"#AAAAAA"
"1384",NA,NA,NA,NA
"1385",4,1,0.129623758910045,"#a65628"
"1386",4.2,1.3,0.129623758910045,"#a65628"
"1387",4.4,1.3,0.129623758910045,"#a65628"
"1388",NA,NA,NA,NA
"1389",5,3.7,0.129623758910045,"#AAAAAA"
"1390",4.8,3.4,0.129623758910045,"#AAAAAA"
"1391",4.6,3.4,0.129623758910045,"#AAAAAA"
"1392",NA,NA,NA,NA
"1393",4,1,0.0453530588852501,"#377eb8"
"1394",4.2,1.2,0.0453530588852501,"#377eb8"
"1395",4.4,1.2,0.0453530588852501,"#377eb8"
"1396",NA,NA,NA,NA
"1397",5,2.8,0.0453530588852501,"#AAAAAA"
"1398",4.8,2.6,0.0453530588852501,"#AAAAAA"
"1399",4.6,2.6,0.0453530588852501,"#AAAAAA"
"1400",NA,NA,NA,NA
"1401",4,5.5,9.57625368406871,"#ffd300"
"1402",4.2,5.6,9.57625368406871,"#ffd300"
"1403",4.4,5.6,9.57625368406871,"#ffd300"
"1404",NA,NA,NA,NA
"1405",5,6.4,9.57625368406871,"#4daf4a"
"1406",4.8,6.3,9.57625368406871,"#4daf4a"
"1407",4.6,6.3,9.57625368406871,"#4daf4a"
"1408",NA,NA,NA,NA
"1409",4,5.5,0.0272792861519042,"#e41a1c"
"1410",4.2,5.1,0.0272792861519042,"#e41a1c"
"1411",4.4,5.1,0.0272792861519042,"#e41a1c"
"1412",NA,NA,NA,NA
"1413",5,1.9,0.0272792861519042,"#4daf4a"
"1414",4.8,2.3,0.0272792861519042,"#4daf4a"
"1415",4.6,2.3,0.0272792861519042,"#4daf4a"
"1416",NA,NA,NA,NA
"1417",4,5.5,0.0944570916792297,"#f781bf"
"1418",4.2,5.4,0.0944570916792297,"#f781bf"
"1419",4.4,5.4,0.0944570916792297,"#f781bf"
"1420",NA,NA,NA,NA
"1421",5,4.6,0.0944570916792297,"#4daf4a"
"1422",4.8,4.7,0.0944570916792297,"#4daf4a"
"1423",4.6,4.7,0.0944570916792297,"#4daf4a"
"1424",NA,NA,NA,NA
"1425",4,5.5,0.727226088949646,"#AAAAAA"
"1426",4.2,5,0.727226088949646,"#AAAAAA"
"1427",4.4,5,0.727226088949646,"#AAAAAA"
"1428",NA,NA,NA,NA
"1429",5,1,0.727226088949646,"#4daf4a"
"1430",4.8,1.5,0.727226088949646,"#4daf4a"
"1431",4.6,1.5,0.727226088949646,"#4daf4a"
"1432",NA,NA,NA,NA
"1433",4,5.5,1.37863300806472,"#4daf4a"
"1434",4.2,5.5,1.37863300806472,"#4daf4a"
"1435",4.4,5.5,1.37863300806472,"#4daf4a"
"1436",NA,NA,NA,NA
"1437",5,5.5,1.37863300806472,"#4daf4a"
"1438",4.8,5.5,1.37863300806472,"#4daf4a"
"1439",4.6,5.5,1.37863300806472,"#4daf4a"
"1440",NA,NA,NA,NA
"1441",4,5.5,1.76378048887251,"#a65628"
"1442",4.2,5.3,1.76378048887251,"#a65628"
"1443",4.4,5.3,1.76378048887251,"#a65628"
"1444",NA,NA,NA,NA
"1445",5,3.7,1.76378048887251,"#4daf4a"
"1446",4.8,3.9,1.76378048887251,"#4daf4a"
"1447",4.6,3.9,1.76378048887251,"#4daf4a"
"1448",NA,NA,NA,NA
"1449",4,5.5,0.134185130958239,"#377eb8"
"1450",4.2,5.2,0.134185130958239,"#377eb8"
"1451",4.4,5.2,0.134185130958239,"#377eb8"
"1452",NA,NA,NA,NA
"1453",5,2.8,0.134185130958239,"#4daf4a"
"1454",4.8,3.1,0.134185130958239,"#4daf4a"
"1455",4.6,3.1,0.134185130958239,"#4daf4a"
"1456",NA,NA,NA,NA
"1457",4,3.7,0.372770790523372,"#ffd300"
"1458",4.2,4,0.372770790523372,"#ffd300"
"1459",4.4,4,0.372770790523372,"#ffd300"
"1460",NA,NA,NA,NA
"1461",5,6.4,0.372770790523372,"#a65628"
"1462",4.8,6.1,0.372770790523372,"#a65628"
"1463",4.6,6.1,0.372770790523372,"#a65628"
"1464",NA,NA,NA,NA
"1465",4,3.7,0.0815549603247107,"#e41a1c"
"1466",4.2,3.5,0.0815549603247107,"#e41a1c"
"1467",4.4,3.5,0.0815549603247107,"#e41a1c"
"1468",NA,NA,NA,NA
"1469",5,1.9,0.0815549603247107,"#a65628"
"1470",4.8,2.1,0.0815549603247107,"#a65628"
"1471",4.6,2.1,0.0815549603247107,"#a65628"
"1472",NA,NA,NA,NA
"1473",4,3.7,0.0441316966486388,"#f781bf"
"1474",4.2,3.8,0.0441316966486388,"#f781bf"
"1475",4.4,3.8,0.0441316966486388,"#f781bf"
"1476",NA,NA,NA,NA
"1477",5,4.6,0.0441316966486388,"#a65628"
"1478",4.8,4.5,0.0441316966486388,"#a65628"
"1479",4.6,4.5,0.0441316966486388,"#a65628"
"1480",NA,NA,NA,NA
"1481",4,3.7,0.244514990261345,"#AAAAAA"
"1482",4.2,3.4,0.244514990261345,"#AAAAAA"
"1483",4.4,3.4,0.244514990261345,"#AAAAAA"
"1484",NA,NA,NA,NA
"1485",5,1,0.244514990261345,"#a65628"
"1486",4.8,1.3,0.244514990261345,"#a65628"
"1487",4.6,1.3,0.244514990261345,"#a65628"
"1488",NA,NA,NA,NA
"1489",4,3.7,1.54031649621663,"#4daf4a"
"1490",4.2,3.9,1.54031649621663,"#4daf4a"
"1491",4.4,3.9,1.54031649621663,"#4daf4a"
"1492",NA,NA,NA,NA
"1493",5,5.5,1.54031649621663,"#a65628"
"1494",4.8,5.3,1.54031649621663,"#a65628"
"1495",4.6,5.3,1.54031649621663,"#a65628"
"1496",NA,NA,NA,NA
"1497",4,3.7,0.224139324438769,"#a65628"
"1498",4.2,3.7,0.224139324438769,"#a65628"
"1499",4.4,3.7,0.224139324438769,"#a65628"
"1500",NA,NA,NA,NA
"1501",5,3.7,0.224139324438769,"#a65628"
"1502",4.8,3.7,0.224139324438769,"#a65628"
"1503",4.6,3.7,0.224139324438769,"#a65628"
"1504",NA,NA,NA,NA
"1505",4,3.7,0.496982424053855,"#377eb8"
"1506",4.2,3.6,0.496982424053855,"#377eb8"
"1507",4.4,3.6,0.496982424053855,"#377eb8"
"1508",NA,NA,NA,NA
"1509",5,2.8,0.496982424053855,"#a65628"
"1510",4.8,2.9,0.496982424053855,"#a65628"
"1511",4.6,2.9,0.496982424053855,"#a65628"
"1512",NA,NA,NA,NA
"1513",4,2.8,0.295858324418336,"#ffd300"
"1514",4.2,3.2,0.295858324418336,"#ffd300"
"1515",4.4,3.2,0.295858324418336,"#ffd300"
"1516",NA,NA,NA,NA
"1517",5,6.4,0.295858324418336,"#377eb8"
"1518",4.8,6,0.295858324418336,"#377eb8"
"1519",4.6,6,0.295858324418336,"#377eb8"
"1520",NA,NA,NA,NA
"1521",4,2.8,0.0394924967303441,"#e41a1c"
"1522",4.2,2.7,0.0394924967303441,"#e41a1c"
"1523",4.4,2.7,0.0394924967303441,"#e41a1c"
"1524",NA,NA,NA,NA
"1525",5,1.9,0.0394924967303441,"#377eb8"
"1526",4.8,2,0.0394924967303441,"#377eb8"
"1527",4.6,2,0.0394924967303441,"#377eb8"
"1528",NA,NA,NA,NA
"1529",4,2.8,0.00208570456117192,"#f781bf"
"1530",4.2,3,0.00208570456117192,"#f781bf"
"1531",4.4,3,0.00208570456117192,"#f781bf"
"1532",NA,NA,NA,NA
"1533",5,4.6,0.00208570456117192,"#377eb8"
"1534",4.8,4.4,0.00208570456117192,"#377eb8"
"1535",4.6,4.4,0.00208570456117192,"#377eb8"
"1536",NA,NA,NA,NA
"1537",4,2.8,0.0221932966089557,"#AAAAAA"
"1538",4.2,2.6,0.0221932966089557,"#AAAAAA"
"1539",4.4,2.6,0.0221932966089557,"#AAAAAA"
"1540",NA,NA,NA,NA
"1541",5,1,0.0221932966089557,"#377eb8"
"1542",4.8,1.2,0.0221932966089557,"#377eb8"
"1543",4.6,1.2,0.0221932966089557,"#377eb8"
"1544",NA,NA,NA,NA
"1545",4,2.8,0.238660604921526,"#4daf4a"
"1546",4.2,3.1,0.238660604921526,"#4daf4a"
"1547",4.4,3.1,0.238660604921526,"#4daf4a"
"1548",NA,NA,NA,NA
"1549",5,5.5,0.238660604921526,"#377eb8"
"1550",4.8,5.2,0.238660604921526,"#377eb8"
"1551",4.6,5.2,0.238660604921526,"#377eb8"
"1552",NA,NA,NA,NA
"1553",4,2.8,0.144264457817826,"#a65628"
"1554",4.2,2.9,0.144264457817826,"#a65628"
"1555",4.4,2.9,0.144264457817826,"#a65628"
"1556",NA,NA,NA,NA
"1557",5,3.7,0.144264457817826,"#377eb8"
"1558",4.8,3.6,0.144264457817826,"#377eb8"
"1559",4.6,3.6,0.144264457817826,"#377eb8"
"1560",NA,NA,NA,NA
"1561",4,2.8,0.00607304459391184,"#377eb8"
"1562",4.2,2.8,0.00607304459391184,"#377eb8"
"1563",4.4,2.8,0.00607304459391184,"#377eb8"
"1564",NA,NA,NA,NA
"1565",5,2.8,0.00607304459391184,"#377eb8"
"1566",4.8,2.8,0.00607304459391184,"#377eb8"
"1567",4.6,2.8,0.00607304459391184,"#377eb8"
"1568",NA,NA,NA,NA
"1569",5,6.4,5.29898589296968,"#ffd300"
"1570",5.2,6.4,5.29898589296968,"#ffd300"
"1571",5.4,6.4,5.29898589296968,"#ffd300"
"1572",NA,NA,NA,NA
"1573",6,6.4,5.29898589296968,"#ffd300"
"1574",5.8,6.4,5.29898589296968,"#ffd300"
"1575",5.6,6.4,5.29898589296968,"#ffd300"
"1576",NA,NA,NA,NA
"1577",5,6.4,0.0921127844597328,"#e41a1c"
"1578",5.2,5.9,0.0921127844597328,"#e41a1c"
"1579",5.4,5.9,0.0921127844597328,"#e41a1c"
"1580",NA,NA,NA,NA
"1581",6,1.9,0.0921127844597328,"#ffd300"
"1582",5.8,2.4,0.0921127844597328,"#ffd300"
"1583",5.6,2.4,0.0921127844597328,"#ffd300"
"1584",NA,NA,NA,NA
"1585",5,6.4,0.172316257643325,"#f781bf"
"1586",5.2,6.2,0.172316257643325,"#f781bf"
"1587",5.4,6.2,0.172316257643325,"#f781bf"
"1588",NA,NA,NA,NA
"1589",6,4.6,0.172316257643325,"#ffd300"
"1590",5.8,4.8,0.172316257643325,"#ffd300"
"1591",5.6,4.8,0.172316257643325,"#ffd300"
"1592",NA,NA,NA,NA
"1593",5,6.4,1.00425459846794,"#AAAAAA"
"1594",5.2,5.8,1.00425459846794,"#AAAAAA"
"1595",5.4,5.8,1.00425459846794,"#AAAAAA"
"1596",NA,NA,NA,NA
"1597",6,1,1.00425459846794,"#ffd300"
"1598",5.8,1.6,1.00425459846794,"#ffd300"
"1599",5.6,1.6,1.00425459846794,"#ffd300"
"1600",NA,NA,NA,NA
"1601",5,6.4,9.24914808748633,"#4daf4a"
"1602",5.2,6.3,9.24914808748633,"#4daf4a"
"1603",5.4,6.3,9.24914808748633,"#4daf4a"
"1604",NA,NA,NA,NA
"1605",6,5.5,9.24914808748633,"#ffd300"
"1606",5.8,5.6,9.24914808748633,"#ffd300"
"1607",5.6,5.6,9.24914808748633,"#ffd300"
"1608",NA,NA,NA,NA
"1609",5,6.4,0.148575051173472,"#a65628"
"1610",5.2,6.1,0.148575051173472,"#a65628"
"1611",5.4,6.1,0.148575051173472,"#a65628"
"1612",NA,NA,NA,NA
"1613",6,3.7,0.148575051173472,"#ffd300"
"1614",5.8,4,0.148575051173472,"#ffd300"
"1615",5.6,4,0.148575051173472,"#ffd300"
"1616",NA,NA,NA,NA
"1617",5,6.4,0.194206478525326,"#377eb8"
"1618",5.2,6,0.194206478525326,"#377eb8"
"1619",5.4,6,0.194206478525326,"#377eb8"
"1620",NA,NA,NA,NA
"1621",6,2.8,0.194206478525326,"#ffd300"
"1622",5.8,3.2,0.194206478525326,"#ffd300"
"1623",5.6,3.2,0.194206478525326,"#ffd300"
"1624",NA,NA,NA,NA
"1625",5,1.9,0.118693266931418,"#ffd300"
"1626",5.2,2.4,0.118693266931418,"#ffd300"
"1627",5.4,2.4,0.118693266931418,"#ffd300"
"1628",NA,NA,NA,NA
"1629",6,6.4,0.118693266931418,"#e41a1c"
"1630",5.8,5.9,0.118693266931418,"#e41a1c"
"1631",5.6,5.9,0.118693266931418,"#e41a1c"
"1632",NA,NA,NA,NA
"1633",5,1.9,0.00625670189584327,"#e41a1c"
"1634",5.2,1.9,0.00625670189584327,"#e41a1c"
"1635",5.4,1.9,0.00625670189584327,"#e41a1c"
"1636",NA,NA,NA,NA
"1637",6,1.9,0.00625670189584327,"#e41a1c"
"1638",5.8,1.9,0.00625670189584327,"#e41a1c"
"1639",5.6,1.9,0.00625670189584327,"#e41a1c"
"1640",NA,NA,NA,NA
"1641",5,1.9,0.00275856561802383,"#f781bf"
"1642",5.2,2.2,0.00275856561802383,"#f781bf"
"1643",5.4,2.2,0.00275856561802383,"#f781bf"
"1644",NA,NA,NA,NA
"1645",6,4.6,0.00275856561802383,"#e41a1c"
"1646",5.8,4.3,0.00275856561802383,"#e41a1c"
"1647",5.6,4.3,0.00275856561802383,"#e41a1c"
"1648",NA,NA,NA,NA
"1649",5,1.9,0.0316648248639439,"#AAAAAA"
"1650",5.2,1.8,0.0316648248639439,"#AAAAAA"
"1651",5.4,1.8,0.0316648248639439,"#AAAAAA"
"1652",NA,NA,NA,NA
"1653",6,1,0.0316648248639439,"#e41a1c"
"1654",5.8,1.1,0.0316648248639439,"#e41a1c"
"1655",5.6,1.1,0.0316648248639439,"#e41a1c"
"1656",NA,NA,NA,NA
"1657",5,1.9,0.0371218350998077,"#4daf4a"
"1658",5.2,2.3,0.0371218350998077,"#4daf4a"
"1659",5.4,2.3,0.0371218350998077,"#4daf4a"
"1660",NA,NA,NA,NA
"1661",6,5.5,0.0371218350998077,"#e41a1c"
"1662",5.8,5.1,0.0371218350998077,"#e41a1c"
"1663",5.6,5.1,0.0371218350998077,"#e41a1c"
"1664",NA,NA,NA,NA
"1665",5,1.9,0.0811719977892932,"#a65628"
"1666",5.2,2.1,0.0811719977892932,"#a65628"
"1667",5.4,2.1,0.0811719977892932,"#a65628"
"1668",NA,NA,NA,NA
"1669",6,3.7,0.0811719977892932,"#e41a1c"
"1670",5.8,3.5,0.0811719977892932,"#e41a1c"
"1671",5.6,3.5,0.0811719977892932,"#e41a1c"
"1672",NA,NA,NA,NA
"1673",5,1.9,0.0132945650064038,"#377eb8"
"1674",5.2,2,0.0132945650064038,"#377eb8"
"1675",5.4,2,0.0132945650064038,"#377eb8"
"1676",NA,NA,NA,NA
"1677",6,2.8,0.0132945650064038,"#e41a1c"
"1678",5.8,2.7,0.0132945650064038,"#e41a1c"
"1679",5.6,2.7,0.0132945650064038,"#e41a1c"
"1680",NA,NA,NA,NA
"1681",5,4.6,0.345052538712591,"#ffd300"
"1682",5.2,4.8,0.345052538712591,"#ffd300"
"1683",5.4,4.8,0.345052538712591,"#ffd300"
"1684",NA,NA,NA,NA
"1685",6,6.4,0.345052538712591,"#f781bf"
"1686",5.8,6.2,0.345052538712591,"#f781bf"
"1687",5.6,6.2,0.345052538712591,"#f781bf"
"1688",NA,NA,NA,NA
"1689",5,4.6,0.00061315184434057,"#e41a1c"
"1690",5.2,4.3,0.00061315184434057,"#e41a1c"
"1691",5.4,4.3,0.00061315184434057,"#e41a1c"
"1692",NA,NA,NA,NA
"1693",6,1.9,0.00061315184434057,"#f781bf"
"1694",5.8,2.2,0.00061315184434057,"#f781bf"
"1695",5.6,2.2,0.00061315184434057,"#f781bf"
"1696",NA,NA,NA,NA
"1697",5,4.6,2.55729286303854,"#f781bf"
"1698",5.2,4.6,2.55729286303854,"#f781bf"
"1699",5.4,4.6,2.55729286303854,"#f781bf"
"1700",NA,NA,NA,NA
"1701",6,4.6,2.55729286303854,"#f781bf"
"1702",5.8,4.6,2.55729286303854,"#f781bf"
"1703",5.6,4.6,2.55729286303854,"#f781bf"
"1704",NA,NA,NA,NA
"1705",5,4.6,0.76733338467502,"#AAAAAA"
"1706",5.2,4.2,0.76733338467502,"#AAAAAA"
"1707",5.4,4.2,0.76733338467502,"#AAAAAA"
"1708",NA,NA,NA,NA
"1709",6,1,0.76733338467502,"#f781bf"
"1710",5.8,1.4,0.76733338467502,"#f781bf"
"1711",5.6,1.4,0.76733338467502,"#f781bf"
"1712",NA,NA,NA,NA
"1713",5,4.6,0.129385333847673,"#4daf4a"
"1714",5.2,4.7,0.129385333847673,"#4daf4a"
"1715",5.4,4.7,0.129385333847673,"#4daf4a"
"1716",NA,NA,NA,NA
"1717",6,5.5,0.129385333847673,"#f781bf"
"1718",5.8,5.4,0.129385333847673,"#f781bf"
"1719",5.6,5.4,0.129385333847673,"#f781bf"
"1720",NA,NA,NA,NA
"1721",5,4.6,0.0272862865423366,"#a65628"
"1722",5.2,4.5,0.0272862865423366,"#a65628"
"1723",5.4,4.5,0.0272862865423366,"#a65628"
"1724",NA,NA,NA,NA
"1725",6,3.7,0.0272862865423366,"#f781bf"
"1726",5.8,3.8,0.0272862865423366,"#f781bf"
"1727",5.6,3.8,0.0272862865423366,"#f781bf"
"1728",NA,NA,NA,NA
"1729",5,4.6,0.00111059135271089,"#377eb8"
"1730",5.2,4.4,0.00111059135271089,"#377eb8"
"1731",5.4,4.4,0.00111059135271089,"#377eb8"
"1732",NA,NA,NA,NA
"1733",6,2.8,0.00111059135271089,"#f781bf"
"1734",5.8,3,0.00111059135271089,"#f781bf"
"1735",5.6,3,0.00111059135271089,"#f781bf"
"1736",NA,NA,NA,NA
"1737",5,1,0.735837392756798,"#ffd300"
"1738",5.2,1.6,0.735837392756798,"#ffd300"
"1739",5.4,1.6,0.735837392756798,"#ffd300"
"1740",NA,NA,NA,NA
"1741",6,6.4,0.735837392756798,"#AAAAAA"
"1742",5.8,5.8,0.735837392756798,"#AAAAAA"
"1743",5.6,5.8,0.735837392756798,"#AAAAAA"
"1744",NA,NA,NA,NA
"1745",5,1,0.0114888760625265,"#e41a1c"
"1746",5.2,1.1,0.0114888760625265,"#e41a1c"
"1747",5.4,1.1,0.0114888760625265,"#e41a1c"
"1748",NA,NA,NA,NA
"1749",6,1.9,0.0114888760625265,"#AAAAAA"
"1750",5.8,1.8,0.0114888760625265,"#AAAAAA"
"1751",5.6,1.8,0.0114888760625265,"#AAAAAA"
"1752",NA,NA,NA,NA
"1753",5,1,0.315441298971365,"#f781bf"
"1754",5.2,1.4,0.315441298971365,"#f781bf"
"1755",5.4,1.4,0.315441298971365,"#f781bf"
"1756",NA,NA,NA,NA
"1757",6,4.6,0.315441298971365,"#AAAAAA"
"1758",5.8,4.2,0.315441298971365,"#AAAAAA"
"1759",5.6,4.2,0.315441298971365,"#AAAAAA"
"1760",NA,NA,NA,NA
"1761",5,1,61.838776989295,"#AAAAAA"
"1762",5.2,1,61.838776989295,"#AAAAAA"
"1763",5.4,1,61.838776989295,"#AAAAAA"
"1764",NA,NA,NA,NA
"1765",6,1,61.838776989295,"#AAAAAA"
"1766",5.8,1,61.838776989295,"#AAAAAA"
"1767",5.6,1,61.838776989295,"#AAAAAA"
"1768",NA,NA,NA,NA
"1769",5,1,0.634304965288811,"#4daf4a"
"1770",5.2,1.5,0.634304965288811,"#4daf4a"
"1771",5.4,1.5,0.634304965288811,"#4daf4a"
"1772",NA,NA,NA,NA
"1773",6,5.5,0.634304965288811,"#AAAAAA"
"1774",5.8,5,0.634304965288811,"#AAAAAA"
"1775",5.6,5,0.634304965288811,"#AAAAAA"
"1776",NA,NA,NA,NA
"1777",5,1,0.133640335867532,"#a65628"
"1778",5.2,1.3,0.133640335867532,"#a65628"
"1779",5.4,1.3,0.133640335867532,"#a65628"
"1780",NA,NA,NA,NA
"1781",6,3.7,0.133640335867532,"#AAAAAA"
"1782",5.8,3.4,0.133640335867532,"#AAAAAA"
"1783",5.6,3.4,0.133640335867532,"#AAAAAA"
"1784",NA,NA,NA,NA
"1785",5,1,0.0501232072833973,"#377eb8"
"1786",5.2,1.2,0.0501232072833973,"#377eb8"
"1787",5.4,1.2,0.0501232072833973,"#377eb8"
"1788",NA,NA,NA,NA
"1789",6,2.8,0.0501232072833973,"#AAAAAA"
"1790",5.8,2.6,0.0501232072833973,"#AAAAAA"
"1791",5.6,2.6,0.0501232072833973,"#AAAAAA"
"1792",NA,NA,NA,NA
"1793",5,5.5,8.7947902171998,"#ffd300"
"1794",5.2,5.6,8.7947902171998,"#ffd300"
"1795",5.4,5.6,8.7947902171998,"#ffd300"
"1796",NA,NA,NA,NA
"1797",6,6.4,8.7947902171998,"#4daf4a"
"1798",5.8,6.3,8.7947902171998,"#4daf4a"
"1799",5.6,6.3,8.7947902171998,"#4daf4a"
"1800",NA,NA,NA,NA
"1801",5,5.5,0.0084857085670424,"#e41a1c"
"1802",5.2,5.1,0.0084857085670424,"#e41a1c"
"1803",5.4,5.1,0.0084857085670424,"#e41a1c"
"1804",NA,NA,NA,NA
"1805",6,1.9,0.0084857085670424,"#4daf4a"
"1806",5.8,2.3,0.0084857085670424,"#4daf4a"
"1807",5.6,2.3,0.0084857085670424,"#4daf4a"
"1808",NA,NA,NA,NA
"1809",5,5.5,0.0672441033425967,"#f781bf"
"1810",5.2,5.4,0.0672441033425967,"#f781bf"
"1811",5.4,5.4,0.0672441033425967,"#f781bf"
"1812",NA,NA,NA,NA
"1813",6,4.6,0.0672441033425967,"#4daf4a"
"1814",5.8,4.7,0.0672441033425967,"#4daf4a"
"1815",5.6,4.7,0.0672441033425967,"#4daf4a"
"1816",NA,NA,NA,NA
"1817",5,5.5,0.69899310254825,"#AAAAAA"
"1818",5.2,5,0.69899310254825,"#AAAAAA"
"1819",5.4,5,0.69899310254825,"#AAAAAA"
"1820",NA,NA,NA,NA
"1821",6,1,0.69899310254825,"#4daf4a"
"1822",5.8,1.5,0.69899310254825,"#4daf4a"
"1823",5.6,1.5,0.69899310254825,"#4daf4a"
"1824",NA,NA,NA,NA
"1825",5,5.5,1.48033015060171,"#4daf4a"
"1826",5.2,5.5,1.48033015060171,"#4daf4a"
"1827",5.4,5.5,1.48033015060171,"#4daf4a"
"1828",NA,NA,NA,NA
"1829",6,5.5,1.48033015060171,"#4daf4a"
"1830",5.8,5.5,1.48033015060171,"#4daf4a"
"1831",5.6,5.5,1.48033015060171,"#4daf4a"
"1832",NA,NA,NA,NA
"1833",5,5.5,1.52838659555687,"#a65628"
"1834",5.2,5.3,1.52838659555687,"#a65628"
"1835",5.4,5.3,1.52838659555687,"#a65628"
"1836",NA,NA,NA,NA
"1837",6,3.7,1.52838659555687,"#4daf4a"
"1838",5.8,3.9,1.52838659555687,"#4daf4a"
"1839",5.6,3.9,1.52838659555687,"#4daf4a"
"1840",NA,NA,NA,NA
"1841",5,5.5,0.101133817001015,"#377eb8"
"1842",5.2,5.2,0.101133817001015,"#377eb8"
"1843",5.4,5.2,0.101133817001015,"#377eb8"
"1844",NA,NA,NA,NA
"1845",6,2.8,0.101133817001015,"#4daf4a"
"1846",5.8,3.1,0.101133817001015,"#4daf4a"
"1847",5.6,3.1,0.101133817001015,"#4daf4a"
"1848",NA,NA,NA,NA
"1849",5,3.7,0.299900020423845,"#ffd300"
"1850",5.2,4,0.299900020423845,"#ffd300"
"1851",5.4,4,0.299900020423845,"#ffd300"
"1852",NA,NA,NA,NA
"1853",6,6.4,0.299900020423845,"#a65628"
"1854",5.8,6.1,0.299900020423845,"#a65628"
"1855",5.6,6.1,0.299900020423845,"#a65628"
"1856",NA,NA,NA,NA
"1857",5,3.7,0.0373149635182065,"#e41a1c"
"1858",5.2,3.5,0.0373149635182065,"#e41a1c"
"1859",5.4,3.5,0.0373149635182065,"#e41a1c"
"1860",NA,NA,NA,NA
"1861",6,1.9,0.0373149635182065,"#a65628"
"1862",5.8,2.1,0.0373149635182065,"#a65628"
"1863",5.6,2.1,0.0373149635182065,"#a65628"
"1864",NA,NA,NA,NA
"1865",5,3.7,0.0481532150581956,"#f781bf"
"1866",5.2,3.8,0.0481532150581956,"#f781bf"
"1867",5.4,3.8,0.0481532150581956,"#f781bf"
"1868",NA,NA,NA,NA
"1869",6,4.6,0.0481532150581956,"#a65628"
"1870",5.8,4.5,0.0481532150581956,"#a65628"
